epoch,fold,config,train_loss,val_loss,weighted_f1,roc_auc,kappa,accuracy
17,0,baseline_augmentation,0.007478,0.354580,0.738098,0.806059,0.575280,0.739089
0,1,baseline_augmentation,0.190840,0.143501,0.580682,0.776505,0.424942,0.525617
1,1,baseline_augmentation,0.134758,0.132563,0.580927,0.788037,0.417088,0.528463
2,1,baseline_augmentation,0.102557,0.153202,0.698864,0.796929,0.532495,0.691651
3,1,baseline_augmentation,0.079587,0.140269,0.622507,0.822744,0.526530,0.569260
4,1,baseline_augmentation,0.067096,0.143532,0.584616,0.838126,0.579589,0.511385
5,1,baseline_augmentation,0.046784,0.179564,0.687671,0.834606,0.602005,0.651803
6,1,baseline_augmentation,0.036133,0.208521,0.638508,0.828833,0.593521,0.584440
7,1,baseline_augmentation,0.020388,0.209306,0.697043,0.835858,0.630067,0.663188
0,2,baseline_augmentation,0.189499,0.136564,0.412034,0.766413,0.350618,0.337761
1,2,baseline_augmentation,0.134370,0.115506,0.614758,0.825132,0.536475,0.542694
2,2,baseline_augmentation,0.102154,0.136200,0.639371,0.826638,0.617396,0.571157
3,2,baseline_augmentation,0.072024,0.156779,0.698550,0.835109,0.606112,0.657495
4,2,baseline_augmentation,0.063971,0.147132,0.686218,0.840123,0.620489,0.632827
5,2,baseline_augmentation,0.042540,0.205744,0.660538,0.806917,0.611064,0.599620
6,2,baseline_augmentation,0.037787,0.265918,0.706522,0.810722,0.556650,0.682163
7,2,baseline_augmentation,0.024932,0.234197,0.720000,0.805466,0.634340,0.698292
8,2,baseline_augmentation,0.025223,0.302021,0.726074,0.795969,0.638350,0.704934
9,2,baseline_augmentation,0.018693,0.296589,0.714163,0.800210,0.641815,0.690702
10,2,baseline_augmentation,0.021889,0.338819,0.757173,0.828018,0.687229,0.751423
11,2,baseline_augmentation,0.017902,0.265786,0.731005,0.817223,0.655284,0.717268
12,2,baseline_augmentation,0.014334,0.302966,0.737585,0.814441,0.680422,0.716319
13,2,baseline_augmentation,0.014858,0.342192,0.732469,0.805185,0.649166,0.723909
14,2,baseline_augmentation,0.015759,0.358841,0.659279,0.781006,0.505004,0.623340
15,2,baseline_augmentation,0.008726,0.334024,0.761185,0.822635,0.681759,0.764706
16,2,baseline_augmentation,0.006589,0.335967,0.761301,0.821860,0.692287,0.762808
17,2,baseline_augmentation,0.004927,0.365969,0.769735,0.828637,0.701035,0.778937
18,2,baseline_augmentation,0.004435,0.348957,0.774462,0.827080,0.702976,0.789374
19,2,baseline_augmentation,0.004385,0.320818,0.754808,0.833728,0.665492,0.751423
0,0,full,0.195383,0.130362,0.503873,0.763572,0.441840,0.426945
1,0,full,0.134932,0.152968,0.657262,0.806693,0.525125,0.611954
2,0,full,0.103953,0.135483,0.599319,0.809164,0.548913,0.527514
3,0,full,0.072053,0.158432,0.571030,0.795775,0.560077,0.489564
4,0,full,0.052841,0.199271,0.496895,0.784382,0.392130,0.438330
5,0,full,0.036039,0.317410,0.679161,0.743208,0.528531,0.653700
6,0,full,0.028316,0.260864,0.736146,0.785687,0.599914,0.749526
7,0,full,0.019809,0.307704,0.676556,0.778344,0.508427,0.653700
8,0,full,0.018767,0.307001,0.691639,0.772743,0.564557,0.671727
9,0,full,0.017158,0.343484,0.732537,0.784973,0.575964,0.743833
10,0,full,0.012439,0.324819,0.692063,0.772928,0.574305,0.670778
11,0,full,0.006237,0.347804,0.735416,0.784206,0.594929,0.742884
0,1,full,0.183706,0.150353,0.620289,0.776830,0.456033,0.576850
1,1,full,0.132781,0.115268,0.597764,0.794575,0.503596,0.548387
2,1,full,0.101261,0.142351,0.533151,0.818727,0.465936,0.462049
3,1,full,0.076548,0.148374,0.447907,0.791958,0.471996,0.375712
4,1,full,0.058809,0.182126,0.520691,0.798297,0.503282,0.441176
5,1,full,0.030131,0.221317,0.648242,0.800086,0.574268,0.600569
6,1,full,0.023533,0.234301,0.683260,0.808972,0.592795,0.653700
7,1,full,0.017924,0.257636,0.671441,0.804250,0.604097,0.630930
8,1,full,0.015798,0.280938,0.705655,0.804250,0.605001,0.707780
9,1,full,0.010762,0.298878,0.679833,0.795248,0.566606,0.658444
10,1,full,0.009537,0.305794,0.681021,0.795167,0.581298,0.658444
11,1,full,0.010540,0.377761,0.713739,0.791444,0.606114,0.711575
12,1,full,0.010698,0.316741,0.684961,0.790418,0.571403,0.664137
13,1,full,0.008660,0.338347,0.725320,0.803835,0.612022,0.729602
14,1,full,0.007405,0.375615,0.720806,0.789364,0.595763,0.721063
15,1,full,0.006438,0.368072,0.741043,0.806227,0.664285,0.761860
16,1,full,0.006340,0.357598,0.719754,0.801868,0.630114,0.712524
17,1,full,0.005140,0.431138,0.714629,0.792280,0.613673,0.722011
18,1,full,0.006414,0.395100,0.738941,0.806240,0.631153,0.753321
19,1,full,0.003996,0.349711,0.707350,0.799959,0.606568,0.707780
0,2,full,0.184752,0.157659,0.681906,0.782298,0.534342,0.653700
1,2,full,0.136010,0.131608,0.675357,0.785056,0.534317,0.648008
0,0,baseline,0.192655,0.123858,0.541752,0.788497,0.381150,0.483871
1,0,baseline,0.116441,0.127821,0.434302,0.789788,0.465024,0.358634
0,0,baseline,0.190395,0.125806,0.540559,0.791458,0.402167,0.479127
1,0,baseline,0.116790,0.122837,0.517127,0.790069,0.448939,0.444023
2,0,baseline,0.087615,0.124426,0.574193,0.797017,0.528990,0.504744
3,0,baseline,0.071990,0.148413,0.654903,0.804952,0.584911,0.600569
4,0,baseline,0.042101,0.181714,0.726281,0.817777,0.645269,0.701139
5,0,baseline,0.032114,0.212334,0.674913,0.808370,0.563771,0.630930
6,0,baseline,0.027945,0.278899,0.626213,0.792646,0.503034,0.566414
7,0,baseline,0.019396,0.223973,0.708821,0.808479,0.654717,0.681214
8,0,baseline,0.015130,0.277713,0.727387,0.801448,0.608716,0.717268
9,0,baseline,0.009847,0.268074,0.673961,0.802710,0.560889,0.627135
10,0,baseline,0.011713,0.276687,0.697333,0.802232,0.582454,0.668880
11,0,baseline,0.010357,0.292854,0.729182,0.813774,0.605470,0.727704
12,0,baseline,0.008899,0.313275,0.696789,0.791790,0.583314,0.666034
13,0,baseline,0.013386,0.346801,0.745084,0.822885,0.642573,0.753321
14,0,baseline,0.009136,0.330094,0.733353,0.804117,0.641686,0.723909
15,0,baseline,0.010072,0.397114,0.744935,0.779719,0.671203,0.740987
16,0,baseline,0.011001,0.400930,0.747294,0.800490,0.649619,0.755218
17,0,baseline,0.010921,0.385010,0.761211,0.816106,0.676610,0.786528
18,0,baseline,0.010919,0.339697,0.753532,0.815148,0.660667,0.760911
19,0,baseline,0.007992,0.491845,0.707590,0.749857,0.514773,0.705882
0,1,baseline,0.184554,0.126103,0.416608,0.797618,0.406282,0.348197
1,1,baseline,0.121798,0.124031,0.646448,0.821852,0.520663,0.603416
2,1,baseline,0.080494,0.169050,0.619762,0.815457,0.599342,0.555028
3,1,baseline,0.057317,0.193399,0.574876,0.817680,0.561366,0.502846
4,1,baseline,0.039164,0.215052,0.650296,0.826646,0.583606,0.601518
5,1,baseline,0.027958,0.200394,0.664104,0.820676,0.622585,0.620493
6,1,baseline,0.018924,0.191739,0.633634,0.808781,0.623299,0.579696
7,1,baseline,0.015780,0.244422,0.705797,0.824881,0.607178,0.694497
8,1,baseline,0.013669,0.215062,0.741794,0.836665,0.710640,0.740987
9,1,baseline,0.009536,0.258401,0.736104,0.831595,0.695320,0.722960
10,1,baseline,0.008762,0.297697,0.719528,0.818707,0.649836,0.702087
11,1,baseline,0.008557,0.336763,0.736918,0.817225,0.650899,0.737192
12,1,baseline,0.011641,0.326158,0.732950,0.825426,0.657041,0.739089
13,1,baseline,0.004672,0.271438,0.723361,0.822054,0.663087,0.724858
0,2,baseline,0.181054,0.170081,0.504111,0.766705,0.439456,0.426945
1,2,baseline,0.119838,0.118772,0.609282,0.812701,0.514543,0.546490
2,2,baseline,0.086741,0.113854,0.542191,0.827842,0.536240,0.455408
3,2,baseline,0.048948,0.147788,0.716819,0.826753,0.672734,0.670778
4,2,baseline,0.036806,0.170078,0.730710,0.848077,0.682304,0.701139
5,2,baseline,0.024967,0.164034,0.701971,0.835343,0.636078,0.657495
6,2,baseline,0.021946,0.242013,0.766288,0.837118,0.701198,0.767552
7,2,baseline,0.013393,0.307261,0.756679,0.824011,0.672546,0.740987
8,2,baseline,0.014284,0.281022,0.728478,0.827090,0.665693,0.699241
9,2,baseline,0.010000,0.311819,0.780150,0.839680,0.723767,0.796015
10,2,baseline,0.013688,0.303033,0.736355,0.810844,0.648589,0.729602
11,2,baseline,0.013429,0.308716,0.759741,0.829665,0.689222,0.772296
12,2,baseline,0.007372,0.297220,0.775598,0.841660,0.689474,0.771347
13,2,baseline,0.006836,0.321901,0.732008,0.803140,0.640068,0.721063
14,2,baseline,0.003997,0.327396,0.763755,0.820884,0.699621,0.758065
0,0,baseline_canonical_flip,0.186473,0.126656,0.668824,0.790564,0.503588,0.631879
1,0,baseline_canonical_flip,0.115260,0.123190,0.671438,0.809306,0.552182,0.639469
2,0,baseline_canonical_flip,0.079071,0.135758,0.537000,0.812161,0.525729,0.458254
3,0,baseline_canonical_flip,0.057084,0.165717,0.423361,0.806556,0.493013,0.342505
4,0,baseline_canonical_flip,0.037709,0.218902,0.678239,0.797620,0.532271,0.643264
5,0,baseline_canonical_flip,0.026394,0.302015,0.686270,0.791696,0.546637,0.654649
6,0,baseline_canonical_flip,0.019666,0.262845,0.619197,0.792818,0.499697,0.563567
7,0,baseline_canonical_flip,0.015089,0.303767,0.725583,0.807320,0.583375,0.714421
8,0,baseline_canonical_flip,0.014225,0.292824,0.740607,0.821375,0.621891,0.728653
9,0,baseline_canonical_flip,0.012141,0.329315,0.730145,0.817204,0.617475,0.715370
10,0,baseline_canonical_flip,0.010971,0.328468,0.761734,0.817692,0.658163,0.770398
